"Project"	"Event"	"Data_Source"	"Site_ID"	"Dataset_ID"	"Site_Name_Clean"	"Latitude"	"Longitude"	"Elevation"	"Continent"	"Archive_Type"	"Data_Type"	"Number_Pollen_Samples"	"AgeModel_Source"	"Number_Datings"	"minimum_meanAge"	"maximum_meanAge"	"mean_resolution_meanAge"	"range_meanAge"	"Site_Description"	"Submission_Pollendata"	"Publication_1"	"Publication_DOI_1"	"Publication_2"	"Publication_DOI_2"	"Publication_3"	"Publication_DOI_3"	"Publication_4"	"Publication_DOI_4"	"Publication_5"	"Publication_DOI_5"	"Publication_6"	"Publication_DOI_6"	"Publication_7"	"Publication_DOI_7"	"Publication_8"	"Publication_DOI_8"	"Basin_Area"	"Basin_Source"	"Basin_Comment"
"LegacyPollen_1.0"	"BLATISTO"	"Neotoma"	15678	24030	"Lake Blatisto"	41.62131	24.67809	1540	"Europe"	"Lake"	"Raw"	142	"AWI"	2	-22	1558	11.2	1580	"Lake. Physiography: Swampy terraces in Rhodopes mountains. Surrounding vegetation: Grazing and cultivated field. Vegetation formation: Coniferous belt (Abies,Pinus, Juniperus)."	NA	"van Huis, J., Tonkov, S. and Bozilova, E., 2013. 18. Lake Blatisto, Rhodopes Mountains (South Bulgaria). Grana, 52(1), pp.78-80."	"https://doi.org/10.1080/00173134.2012.720707"	"van Huis, J., Tonkov, S.B. and Bozilova, E.D., 2013. Two millennia of vegetation history in the Smolyan lake area, Central Rhodopes Mountains (Bulgaria). Phytologia Balcanica, 19(2), pp.169-178."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4406.364	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"KUPENA3"	"Neotoma"	3212	24032	"Kupena"	41.98333	24.33333	1356	"Europe"	"Peat"	"Raw"	39	"AWI"	9	-57	30624	807.4	30681	"Peat bog. Physiography: Depression in slope of Rhodopes mountain. Surrounding vegetation: Pinus sylvestris forest and admixture."	"2009-01-01 00:00:00"	"Tonkov, S., Lazarova, M., Bozilova, E., Ivanov, D. and Snowball, I., 2013. 19. Mire Kupena, Western Rhodopes Mountains (South Bulgaria). Grana, 52(3), pp.238-240."	"https://doi.org/10.1080/00173134.2012.745596"	"Tonkov, S., Lazarova, M., Bozilova, E., Ivanov, D. and Snowball, I., 2014. A 30,000-year pollen record from Mire Kupena, Western Rhodopes Mountains (south Bulgaria). Review of Palaeobotany and Palynology, 209, pp.41-51."	"https://doi.org/10.1016/j.revpalbo.2014.06.002"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"IOSIPOVO"	"Neotoma"	15679	24034	"Iosipovo"	51.19892	28.02352	8	"Europe"	"Peat"	"Raw"	11	"AWI"	2	562	7868	730.6	7306	"Mezotrophic moor. Physiography: The left bank of the Bolotitsa."	"1985-01-01 00:00:00"	"Chernavskaya, M.M., 1988. Climatic changes in the historical past from stratigraphical sections of moors on the Russian plain. In: Data of meteorological studies,14 (pp.76-85). Academy of Sciences of the USSR, Soviet Geophysical Committee (in Russian)."	NA	"Chernavskaya, M.M. Fogel, G.A., 1989. Climatic change in the south-western part of the USSR during Golocen. Doklady AN SSSR, 307(6), pp.1474-1477 (in Russian)."	NA	"Chernavskaya, M.M. Fogel, G.A., 1991. Reconstruction of Polec'e and Carpations climate based on palinological data. Izvestiy Academy of Sciences, 2, pp.98-105 (in Russian)."	NA	"Fogel, G.A., and Chernavskaya, M.M., 1990. Information derived from indirect climatic indicators and methods of quantitative reconstruction. In: Climatic change in the historical and the instrumental periods ed. by R. Brazdil (pp.126-129). Masaryk University Brno, Brno, Czech."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"WOLOHE1"	"Neotoma"	15682	24039	"Wolfslohe"	49.9075	12.04028	718	"Europe"	"Peat"	"Raw"	21	"AWI"	2	-33	6489	326.1	6522	"Marsh. Surrounding vegetation: Reforested with pine and beech."	NA	"Hahne, J., 1992. Investigations on the late and postglacial vegetation history in northeastern Bavaria (Bavarian Vogtland, Fichtelgebirge, Steinwald). Flora , 187 , pp.169-200 (in German)."	"https://doi.org/10.1016/S0367-2530(17)32221-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"WINDBRUC"	"Neotoma"	15683	24042	"Windbruch"	49.60793	12.54137	497	"Europe"	"Peat"	"Raw"	65	"AWI"	5	-36	7988	125.4	8024	"Palustrine fen. Physiography: Plateau. Surrounding vegetation: Forest and cultivated fields."	NA	"Knipping, M., 1990. Zur spat-und postglazialen Vegetationsgeschichte des-Oberpfalzer Waldes. Dissertationes Botanicae, 140, pp.1-209 (in German)."	NA	"Knipping, M., 1997. Pollenanalytische Untersuchungen zur Siedlungsgeschichte des Oberpfalzer Waldes. Telma, 27 , pp.61-74 (in German)."	"https://doi.org/10.23689/fidgeo-3377"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"BRENTENL"	"Neotoma"	15684	24044	"Brentenlohe"	49.78722	12.4625	745	"Europe"	"Peat"	"Raw"	32	"AWI"	3	-46	22479	726.6	22525	NA	NA	"Knipping, M., 1990. Zur spat-und postglazialen Vegetationsgeschichte des-Oberpfalzer Waldes. Dissertationes Botanicae, 140, pp.1-209 (in German)."	NA	"Knipping, M., 1997. Pollenanalytische Untersuchungen zur Siedlungsgeschichte des Oberpfalzer Waldes. Telma, 27 , pp.61-74 (in German)."	"https://doi.org/10.23689/fidgeo-3377"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"TROGMOOS"	"Neotoma"	15685	24046	"Trogenmoos"	46.76194	7.863889	1484	"Europe"	"Peat"	"Raw"	46	"AWI"	2	-37	858	19.9	895	"Raised bog with much Pinus mugo. Surrounding vegetation: Picea forest."	"1991-08-28 00:00:00"	"van der Knaap, W.O., van Leeuwen, J.F., Fankhauser, A. and Ammann, B., 2000. Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories. Review of Palaeobotany and Palynology, 108(1-2), pp.85-142."	"https://doi.org/10.1016/S0034-6667(99)00035-4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"OBERAAR"	"Neotoma"	15686	24048	"Oberaar"	46.54722	8.255556	2380	"Europe"	"Peat"	"Raw"	42	"AWI"	3	-11	11111	271.3	11122	"Mires between moraines. Physiography: Glacier forefield."	NA	"Ammann, K., 1976. Der Oberaargletscher im 18., 19. und 20. Jahrhundert. Zeitschrift fur Gletscherkunde und Glazialgeologie, XII (2), pp.253-291 (in German)."	NA	"Ammann, K., 1978. Gletschernahe Vegetation in der Oberaar einst und jetzt - Historische Schwankungen des Oberaargletschers (Grimselpass, 2300 m, Schweiz) und ihr Einfluss auf die heutige Vegetation der Oberaar und einige Ergebnisse bisheriger Pollenanalysen Gletschernaher Profile. In: Werden and Vergehen von Pflanzengesellschaften ed. by Eds. O. Willianns and R. Tuxen (pp.227-251). Cramer, Vaduz, Germany."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"GAENSEMO"	"Neotoma"	15687	24050	"Gansemoos Schwarzenburg"	46.83472	7.356389	799	"Europe"	"Peat"	"Raw"	52	"AWI"	14	1151	17120	313.1	15969	"Partly reclaimed raised bog. Physiography: 'ObereMeeresmolasse', Miocene."	"1962-10-27 00:00:00"	"van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paleobiologie, 16(2), PP.433-480."	NA	"Welten, M., 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams."	NA	"Heeb, K. and Welten, M., 1972. Moore und Vegetationsgeschichte der Schwarzenegg und des Molassevorlandes zwischen dem Aaretal unterhalb Thun und dem obern Emmental. Mitteilungen der Naturforschenden Gesellschaft in Bern. Neue Folge, 29, pp.1-54 (in German)."	NA	"Wegmuller, S. and Welten, M., 1973. Spatglaziale Bimstufflagen des Laacher Vulkanismus im Gebiet der westlichen Schweiz und der Dauphine (F). Eclogae Geologica Helvetica, 66(3), pp.533-541 (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"RINDERP"	"Neotoma"	15689	24053	"Rinderplatz"	46.64471	11.49194	1780	"Europe"	"Peat"	"Raw"	118	"AWI"	4	-7	13689	117.1	13696	"Open area in raised bog with Pinus mugo. Physiography: Shallow depression in upland plain. Surrounding vegetation: Few trees. Vegetation formation: Picea forest with Pinus cembra and Larix."	NA	"Seiwald, A., 1980. Beitrage zur Vegetationsgeschichte Tirols IV: Natzer Plateau - Villanderer Alm. Ber. nat.-med. Verein Innsbruck, 67, pp.31-72 (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"DURA"	"Neotoma"	15690	24055	"Dura-Moor"	46.63801	11.45791	2080	"Europe"	"Peat"	"Raw"	101	"Neotoma_Cal yr BP"	8	7	13373	133.7	13366	"Circular Cyperaceae mire. Physiography: Filled-in small lake on upland plain. Surrounding vegetation: Few Pinus cembra, Juniperus,dwarf shrubs. Vegetation formation: Picea, Pinus cembra, Larix."	NA	"Seiwald, A., 1980. Beitrage zur Vegetationsgeschichte Tirols IV: Natzer Plateau - Villanderer Alm. Ber. nat.-med. Verein Innsbruck, 67, pp.31-72 (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"SCHWARZ"	"Neotoma"	15691	24057	"Schwarzsee"	46.66586	11.432	2033	"Europe"	"Lake"	"Raw"	88	"Neotoma_Cal yr BP"	3	34	11600	132.9	11566	"Partly filled-in lake. Physiography: Upland plain. Surrounding vegetation: Pinus mugo; less P. cembra, Larix, Picea. Vegetation formation: Picea, Pinus cembra, Larix."	NA	"Seiwald, A., 1980. Beitrage zur Vegetationsgeschichte Tirols IV: Natzer Plateau - Villanderer Alm. Ber. nat.-med. Verein Innsbruck, 67, pp.31-72 (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6246.116	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"VLADAR"	"Neotoma"	15692	24059	"Vladar"	50.07857	13.21404	612	"Europe"	"Lake"	"Raw"	87	"AWI"	6	-14	2374	27.8	2388	"Reservoir. Physiography: Plateau in valley slightly hilly. Surrounding vegetation: Cultivated fields and forest."	"2004-01-01 00:00:00"	"Pokorny, P., Boenke, N., Chytracek, M., Novakova, K., Sadlo, J., Vesely, J., Kunes, P. and Jankovska, V., 2006. Insight into the environment of a pre-Roman Iron Age hillfort at Vladar, Czech Republic, using a multi-proxy approach. Vegetation history and Archaeobotany, 15(4), pp.419-433."	"https://doi.org/10.1007/s00334-006-0064-8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1179.212	"GIS"	"Chenhzi: publication. Lake shapes: l shape unclear"
"LegacyPollen_1.0"	"MALSCH"	"Neotoma"	15693	24061	"Malschotscher Hotter"	46.66611	11.45833	2050	"Europe"	"Peat"	"Raw"	55	"AWI"	5	0	11492	212.8	11492	"Saddle-mire on watershed. Physiography: Watershed between 2 valleys;upland plain. Surrounding vegetation: Few trees. Vegetation formation: Picea, Pinus cembra, Larix."	NA	"Seiwald, A., 1980. Beitrage zur Vegetationsgeschichte Tirols IV: Natzer Plateau - Villanderer Alm. Ber. nat.-med. Verein Innsbruck, 67, pp.31-72 (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"E26"	"Neotoma"	15699	24076	"Black Sea (West)"	42.83333	29.91667	0	"Europe"	"Marine"	"Raw"	18	"AWI"	2	911	12064	656.1	11153	"Marine core from western continental slope of the Black Sea."	NA	"Atanassova, J., 1995. Dinoflagelate cysts of Late Quaternary and recent sediments from the western Black sea. Annual of Sofia University, Faculty of Biology, 87(2), pp.17-28."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"LegacyPollen_1.0"	"JELENILO"	"Neotoma"	15700	24078	"Jeleni louze"	50.8919	14.27638	460	"Europe"	"Peat"	"Raw"	39	"AWI"	5	-41	6651	176.1	6692	"Peat bog. Physiography: Sandstone valley. Surrounding vegetation: Forest (pine and birch)."	"2004-01-01 00:00:00"	"Pokorny, P., Kunes, P. and Abraham, V., 2008. Holocenni vyvoj vegetace v Ceskem Svycarsku. In: Labske piskovce - historie, priroda a ochrana uzemi ed. by P. Bauer, V. Kopecky, and J. Smucar (pp.35-49). AOPK, Sprava CHKO Labske piskovce, Decin."	NA	"Pokorny, P. and Kunes, P., 2005. Holocene acidification process recorded in three pollen profiles from Czech sandstone and river terrace environments. Ferrantia, 44(101), pp.107-114."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"DOSSACC"	"Neotoma"	15698	24080	"Dossaccio Bormio"	46.4701	10.3364	1730	"Europe"	"Peat"	"Raw"	78	"AWI"	7	154	12819	164.5	12665	"Raised bog,+Pinus+Betula,60/100x150/200m."	"1963-01-01 00:00:00"	"van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paleobiologie, 16(2), pp.433-480."	NA	"Welten, M., 1982. Pollenanalytische Untersuchungen zur Vegetationsgeschichte des Schweizerischen Nationalparks. Ergebnisse der wissenschaftlichen Untersuchungen im Schweizerischen Nationalpark, 16, pp.1-43 (inGerman)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"SVARCENB"	"Neotoma"	3174	24084	"Svarcenberk"	49.14483	14.70426	409	"Europe"	"Lake"	"Raw"	159	"AWI"	6	5225	15953	67.9	10728	"Lakes area. Physiography: Basin in plain. Surrounding vegetation: Cultivated fields and forest."	"2000-01-01 00:00:00"	"Pokorny, P., 2002. A high-resolution record of Late-Glacial and Early-Holocene climatic and environmental change in the Czech Republic. Quaternary International, 91(1), pp.101-122."	"https://doi.org/10.1016/S1040-6182(01)00105-7"	"Pokorny, P. and Jankovska, V., 2000. Long-term vegetation dynamics and the infilling process of a former lake (Svarcenberk, Czech Republic). Folia Geobotanica, 35(4), pp.433-457."	"https://doi.org/10.1007/BF02803554"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	492670	"GIS"	"l, GE, L2,"
"LegacyPollen_1.0"	"SVARCEN3"	"Neotoma"	3174	24086	"Svarcenberk"	49.14483	14.70426	409	"Europe"	"Lake"	"Raw"	36	"AWI"	3	1612	13675	344.7	12063	"Lakes area. Physiography: Basin in plain. Surrounding vegetation: Cultivated fields and forest."	"2006-01-01 00:00:00"	"Pokorny, P., Sida, P., Kunes, P. and Chvojka, O., 2008. Mezoliticke osidleni byvaleho jezera Svarcenberk (ji ni Cechy) v kontextu vyvoje prirodniho prostredi [Mesolithic occupation in the area of Lake Svarcenberk (South Bohemia) in the context of environmental development]. In: Bioarcheologie v Ceske republice - Bioarchaeology in the Czech Republic ed. by J. Benes and P. Pokorny (pp.145-176). Jihoceska Univerzita, PrF; Archeologicky ustav AV CR, Ceske Budejovice; Praha, Czech."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	492281.6	"GIS"	"l, GE, L2, Shape has DatasetID 24084"
"LegacyPollen_1.0"	"KOMORAN2_neotoma"	"Neotoma"	3201	24089	"Komoranske jezero"	50.54278	13.53705	231	"Europe"	"Lake"	"Raw"	36	"AWI"	4	196	9389	262.7	9193	"Mine area of brown coal. Physiography: previous lake. Surrounding vegetation: quercion pubescenti-petraeae."	"1977-04-14 00:00:00"	"Jankovska, V., 1983. Palynologiche Forschung am ehemaligen Komorany-See (Spatglazial bis Subatlantikum). Vestnik Ustredniho ustavu geologickeho, 58(2), pp.99-107 (in Czech)."	NA	"Jankovska, V., 1984. Radiokarbondatierung der Sedimente aus dem ehemaligen Komorany-See (NW-Bohmen). Vestnik Ustredniho ustavu geologickeho, 59(4), pp.235-236 (in Czech)."	NA	"Jankovska, V. and Pokorny, P., 2013. Reevaluation of the palaeoenvironmental record of the former Komoranske jezero lake: late-glacial and Holocene palaeolimnology and vegetation development in north-western Bohemia, Czech Republic. Preslia, 85(3), pp.265-287."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	862897.1	"Google Earth"	"rough estmation of dried up lake shape basen on topography"
"LegacyPollen_1.0"	"SOMMERS"	"Neotoma"	15701	24091	"Sommersuss"	46.76006	11.68051	870	"Europe"	"Peat"	"Raw"	121	"AWI"	9	71	17658	146.6	17587	"Mire without ef- or affluent; disturbed. Physiography: Plateau with ground moraine. Vegetation formation: Inner-alp. Pinus forests & dry graslands."	NA	"Seiwald, A., 1980. Beitrage zur Vegetationsgeschichte Tirols IV: Natzer Plateau - Villanderer Alm. Ber. nat.-med. Verein Innsbruck, 67, pp.31-72 (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	"Chenhzi: site description. Lake shapes: ? Why classified as lake? Mire according to Neotoma."
"LegacyPollen_1.0"	"VRACOV1"	"Neotoma"	3502	24097	"Vracov"	48.97805	17.20026	192	"Europe"	"Lake"	"Raw"	53	"AWI"	8	529	14447	267.7	13918	"Artificial lake after peat exploitation. Physiography: flat valley. Surrounding vegetation: pine plantations and fields."	"1969-01-01 00:00:00"	"Rybicek, K., 1983. The environmental evolution and infilling process of a former lake near Vracov (Czechoslovakia). Hydrobiologia, 103(1), pp.247-250."	"https://doi.org/10.1007/BF00028460"	"Rybnickova, E. and Rybnicek, K., 1972. Erste Ergebnisse palaogeobotanischer Untersuchungen des Moores bei Vracov, Sudmahren. Folia geobotanica et phytotaxonomica , 7 (3), pp 285-308 (in German)."	"https://doi.org/10.1007/BF02854731"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	159405.4	"GIS"	"Chenhzi: publication. Lake shapes: l Artificial lake after peat exploitation. Should it not be classified peat?"
"LegacyPollen_1.0"	"BK3A"	"Neotoma"	15705	24100	"Kralovec"	49.13194	18.02778	599	"Europe"	"Peat"	"Raw"	26	"AWI"	4	-30	1134	46.6	1164	"Very small spring fen. Physiography: Top hill. Surrounding vegetation: Forests."	NA	"Rybnickova, E., Hajkova, P. and Rybnicek, K., 2005. The origin and development of spring fen vegetation and ecosystems - palaeogeobotanical results. In: Ecology and palaeoecology of spring fens of the West Carpathians ed. by A. Poulickova, M. Hajek, and K. Rybnicek (pp.29-57). Palacky University Olomouc, Academy of Sciences of the Czech Republic, Masaryk University Brno, Olomouc."	NA	"Rybnicek, K. and Rybnickova, E., 2008. Upper Holocene dry land vegetation in the Moravian-Slovakian borderland (Czech and Slovak Republics). Vegetation History and Archaeobotany, 17(6), pp.701-711."	"https://doi.org/10.1007/s00334-008-0160-z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"MB5A"	"Neotoma"	15706	24102	"Horni Lomna"	49.52056	18.63083	615	"Europe"	"Peat"	"Raw"	23	"Neotoma_PALYCZ"	5	-50	6088	279	6138	"Small spring fen. Physiography: Valley. Surrounding vegetation: Forests."	"2005-01-01 00:00:00"	"Rybnickova, E., Hajkova, P. and Rybnicek, K., 2005. The origin and development of spring fen vegetation and ecosystems - palaeogeobotanical results. In: Ecology and palaeoecology of spring fens of the West Carpathians ed. by A. Poulickova, M. Hajek, and K. Rybnicek (pp.29-57). Palacky University Olomouc, Academy of Sciences of the Czech Republic, Masaryk University Brno, Olomouc."	NA	"Rybnicek, K. and Rybnickova, E., 2008. Upper Holocene dry land vegetation in the Moravian-Slovakian borderland (Czech and Slovak Republics). Vegetation History and Archaeobotany, 17(6), pp.701-711."	"https://doi.org/10.1007/s00334-008-0160-z"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"MALIQS1"	"Neotoma"	15709	24106	"Lake Maliq"	40.76667	20.78333	818	"Europe"	"Lake"	"Raw"	162	"AWI"	16	328	16478	100.3	16150	"Former lake drained in 1950(agriculture). Physiography: Korce basin. Surrounding vegetation: Cultivated fields. Vegetation formation: Sub-Mediterranean."	"1996-01-01 00:00:00"	"Bordon, A., Peyron, O., Lezine, A.M., Brewer, S. and Fouache, E., 2009. Pollen-inferred late-glacial and Holocene climate in southern Balkans (Lake Maliq). Quaternary International, 200(1-2), pp.19-30."	"https://doi.org/10.1016/j.quaint.2008.05.014"	"Denefle, M., Lezine, A.M., Fouache, E. and Dufaure, J.J., 2000. A 12,000-year pollen record from Lake Maliq, Albania. Quaternary Research, 54(3), pp.423-432."	"https://doi.org/10.1006/qres.2000.2179"	"Fouache, E., Dufaure, J.J., Denefle, M., Lezine, A.M., Lera, P., Prendi, F. and Touchais, G., 2001. Man and environment around lake Maliq (southern Albania) during the Late Holocene. Vegetation History and Archaeobotany, 10(2), pp.79-86."	"https://doi.org/10.1007/PL00006922"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"can't find a basin"
"LegacyPollen_1.0"	"DED"	"Neotoma"	15710	24108	"Velky Ded"	50.08486	17.21766	1380	"Europe"	"Peat"	"Raw"	15	"AWI"	3	-30	5415	388.9	5445	"Ombrotrophic bog. Physiography: Flat plateau of the mountain ridge. Surrounding vegetation: Calamagrosti villosae Piceetum."	"1978-10-01 00:00:00"	"Rybnicek, K. and Rybnickova, E., 2004. Pollen analyses of sediments from the summit of the Praded range in the Hruby Jesenik Mts (Eastern Sudetes). Preslia, 76(4), pp.331-347."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"MABO"	"Neotoma"	15711	24110	"Mabo Moss"	58.02114	16.05602	117	"Europe"	"Peat"	"Raw"	131	"AWI"	16	253	14805	111.9	14552	"Slightly raised Pinus-Ledum-Sphagnum bog. Physiography: Glaciofluvial deposits and tills. Surrounding vegetation: Pinus-Betula-Picea (Quercus)."	"1975-05-01 00:00:00"	"Goransson, H., 1977. The Flandrian vegetational history of southern Ostergotland. Lundqua Thesis, 3, pp.1 - 147 (in German)."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"NABAHNE"	"Neotoma"	15712	24112	"Na bahne"	50.19893	15.96136	237	"Europe"	"Peat"	"Raw"	25	"AWI"	3	-32	2104	89	2136	"Floodplain mire. Physiography: Terrace. Surrounding vegetation: Cultivated fields and forest."	"1997-01-01 00:00:00"	"Pokorny, P. and van der Knaap, W.O., 2010. 10. Na Bahne (Czech Republic): Vegetation development over the last 2.5 millennia in the Eastern Bohemian lowland. Grana, 49(1), pp.79-81."	"https://doi.org/10.1080/00173130903435846"	"Zakrzewski, R.J. and Maxfield, J.L., 1971. Occurrence of Clethrionomys in the late Pleistocene of Kansas. Journal of Mammalogy, 52(3), pp.620-621."	"https://doi.org/10.2307/1378602"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
"LegacyPollen_1.0"	"VLCIROKL"	"Neotoma"	15714	24116	"Vlci rokle"	50.60412	16.12716	583	"Europe"	"Peat"	"Raw"	47	"AWI"	5	-40	12654	276	12694	"Peat bog. Physiography: Gorge in a sandstone valley. Surrounding vegetation: Forests."	"1993-01-01 00:00:00"	"Kunes, P., Pokorny, P. and Jankovska, V., 2007. Post-glacial vegetation development in sandstone areas of Czech Republic. In: Sandstone landscapes ed. by H. Hartel, V. Cilek, T. Herben, A. Jackson, and R. Williams (pp.224-257). Academia, Prague, Czech Republic."	NA	"Kunes, P. and Jankovska, V., 2000. Outline of Late Glacial and Holocene vegetation in a landscape with strong geomorphological gradients. Geolines, 11, pp.112-114."	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FIXED_100"	NA
